texto,intent
bom dia gostei da cala a vai ter no site obrigada,saudacao
pergunta voces tem loja fisica pra ver a calca cool resposta extras e institucional,duvida_tamanho
ola bom dia infelizmente essa cala a tamba c m saiu do nosso mix estamos com novos produtos e novas marcas entrando no curadobia esperamos que goste qualquer coisa sigo aquid,saudacao
ok muito obrigada d,despedida
me indica um camisa veerde tamanho P?,pedido_sugestao
tem shorts vermelho tamanho 46?,buscar_produto_por_categoria
quero body verde GG,buscar_produto_por_categoria
posso passar algodãão? precisa cuidado especial?,materiais_cuidados
quero vestido preto P,buscar_produto_por_categoria
quero saia verde G,buscar_produto_por_categoria
ola que bom que vocaa se interessou por na <num> s muito bom receber tua mensagem joana infelizmente essa cala a na o esta no curadobia e a c acervo pessoal da bia mesmod esse video tem a finalidade de apresentar as nossas camisas d esperamos que goste,saudacao
tem camisa preto tamanho M?,buscar_produto_por_categoria
com relacao a previsao de entrega por conta dessa questao na plataforma as marcas tambem nao receberam a notificacao do pedido e por isso ira acabar atrasando um pouco a sua compra mas nos tambem ja entramos em contato com a stella bastos sobre a sua compra e logo mais ela estara com voce desculpa pelo ocorrido qualquer coisa nos avise obrigada por ser nossa cliente equipe curadobia,saudacao
milene perguntamos para a bia e ela te indicou comprar o tamanho <num> dessa jaqueta por vocaa na o estar acostumada a roupas oversized o que acha d,duvida_tamanho
nao,outros
ainda tem calça alfaiataria em M?,disponibilidade
quero blazer verde 36,buscar_produto_por_categoria
tem vestido midi off-white G?,buscar_produto_por_nome
obrigada pela presenca livia,despedida
tem saia preto no 36?,disponibilidade
como falo com algua c m daa,outros
tem link? ccomo compro?,onde_comprar
bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descricao videos etc,despedida
eu quero sim mas vc poderia me enviar a foto do modelo so pra eu confirmar,outros
tem lojaa física/endereço?,onde_comprar
quero body preto G,buscar_produto_por_categoria
gostaria de saber qual a altura e medidas da bia pra entender melhor o tamanho de referaancia,outros
pergunta da pra trocar a trench facil por outro tamanho resposta frete prazos e trocas,troca_devolucao
"prazo pro meu cep 05010-020, chega até 3 dias úteis?",frete_prazo
combine,outros
ola tudo bem meu nome e leonardo trabalho na importadora <user> <user> vi o instagram da marca e voces tem o perfil lulitex muito sofisticacao e bom gosto trabalhamos com pronta entrega e importacao de tecidos exclusivos de acordo com a demanda do cliente nosso showroom tem um acervo enorme sera um prazer recebe los em uma visita poderia me passar o contato do estilo ou compras desde ja agradeco a atencao att leonardo jose e mail leonardo <user> com br pabx <num> <num> <num> <num> whatsapp <num> <num> <num> <num> www lulitex com br,saudacao
tem body preto no 42?,disponibilidade
tem body verde tamanho 42?,buscar_produto_por_categoria
tem vestido verde no 38?,disponibilidade
tem camisa verde tamanho 42?,buscar_produto_por_categoria
"meu pedido #6134 não atualiza, pode ver?",status_pedido
justinho,outros
procuro body canelado em vermelho,buscar_produto_por_nome
bia tudo bem tenho uma festa bem legal e o traje a c black and white pensei na blusa pah mas queria saber se o tecido fica vistoso e se vocaa recomenda alguma cala a mais festa para combinar beijos julie,styling_sugestao_look
ok obrigada d,despedida
ola emilia boa noite tudo bem agradecemos demais o feedback e pode ter certeza que uma das preocupaa aues que estamos tendo a c seguir na busca por marcas que tragam opa aues e grades que representam o maior naomero de corpos possavel sobre a tabela de medida estamos buscando ajustar obrigada por nos informar e seguiremos aprimorando cada vez mais bjos d,saudacao
ola tudo bem e com vcs vi que vcs enviaram um e mail para na <num> s vou responder vcs por la ok um beijo e muito obrigada pelo contato < <num>,saudacao
ola obrigada qual a previsa o de entrega,saudacao
amanda nosso pessoal tecnico pediu se possivel se cadastrar atraves desse link,onde_comprar
"prazo pro meu cep 01255-022, chega até essa semana?",frete_prazo
"prazo pro meu cep 01455-022, chega até essa semana?",frete_prazo
ate segunda,despedida
tem body caneelado vermelho 40?,buscar_produto_por_nome
oie sa o lindas pora c m aquele modelo foi o que mais me agradou mas tranquilo super obrigada pela atena a o,saudacao
tem camisa de viscose vermelho 46?,buscar_produto_por_nome
ate agora nada,despedida
d r,outros
projeto,outros
tem body verde tamanho 44?,buscar_produto_por_categoria
ola como vai muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a toruss em foco o que acham de retomarmos contato aguardo vocaas,saudacao
consigo falar com atenndente?,falar_com_humano
tem calça alfaiataria off-white 40?,buscar_produto_por_nome
"quero um look clássico para formatura, uso 46",pedido_sugestao
eu amo todos os seus looks combina <num> com o meu estilo queria ter todas as pecas para mim pena que moro do outro lado do mundo,pedido_sugestao
quero vestido verde 40,buscar_produto_por_categoria
tem vestido verde tamanho M?,buscar_produto_por_categoria
ola bom dia sou muito fa da bia mas nunca comprei no curadoria uma duvida como faco para escolher um tamanho com mais seguranca tem uma tabela de medidas para servir de referencia obrigada,saudacao
tem camisa verde tamanho 44?,buscar_produto_por_categoria
é linho? enncolhe? como lavar?,materiais_cuidados
me indica um saia caramelo tamanho 46?,pedido_sugestao
dica de look para trabalho com saia plissada vermelho,styling_sugestao_look
tem body preto no M?,disponibilidade
tem camisa preto no PP?,disponibilidade
valor do frete pro 01255-0022?,frete_prazo
valor do frete pro 04012-000?,frete_prazo
ficamos felizes que tenha curtido ela a c muito especial mesmo segue aqui mais detalhes,outros
com relacao a outra blusa que voce gostou ela esta em processo de lancamento e ainda nao esta a venda no nosso site mas independente desse fator nao seria possivel unificar o frete nesse caso pois o frete so fica unificado para as pecas da mesma marca,saudacao
de todo modo agradeco por perguntar,agradecimento
bom dia,saudacao
gostosa,outros
tem body verde tamanho GG?,buscar_produto_por_categoria
quero jaqueta verde GG,buscar_produto_por_categoria
alta,outros
tem camisa verde tamanho 46?,buscar_produto_por_categoria
tem camisa verde no 46?,disponibilidade
sozinha,outros
consigo falar com atendeente?,falar_com_humano
essa modelagem é mais enxuta? o blazer linho veste grande?,tamanho_modelagem
ah que a <num> timo monica esperamos que aproveite muito ela e se quiser compartilhar com a gente os looks que criar com ela vamos amar ver,pedido_sugestao
tem jaqueta verde no GG?,disponibilidade
"prazo pro meu cep 01455-022, chega até sexta?",frete_prazo
ah show vou enviar o invite,outros
pagaamento recusado toda hora,erros_plataforma
temm link? como compro?,onde_comprar
claro nossas medidas do tamanho <num> para o macacao cool sao ombro <num> cm cintura total <num> cm comprimento <num> cm qualquer outra questao estamos a disposicao,outros
e eu como estou na praia torcendo para nao baixar,outros
bom dia gostaria de adquirir essa calca mas nao esta mais disponivel podem me ajudar obrigada,saudacao
qual jaqueta combina com body canelado em off-white?,pedido_sugestao
tem body verde no 42?,disponibilidade
cadê o rastreamento do #8937?,status_pedido
poderosa,outros
"meu pedido #4626 não atualiza, pode ver?",status_pedido
quero blazer verde G,buscar_produto_por_categoria
"tenho 116cm de busto e 118cm de quadril, qual tamanho do saia plissada vc indica?",duvida_tamanho
dica de look parra formatura com blazer linho caramelo,styling_sugestao_look
conseguem me ajudar por aqui,outros
pergunta aceitam pix pra trench facil resposta preco estoque e pagamento,formas_pagamento
cintura,outros
amanda nosso pessoal ta c cnico pediu se possavel se cadastrar atrava c s desse link,onde_comprar
ola dany bom dia caso tenha algum problema com o tamanho voce pode optar por trocar ou devolver o produto basta nos informar pelo e mail contato curadobia <user> com que iremos encaminhar sua solicitacao para a marca responsavel a marca ira proceder com os proximos passos como envio do codigo de logistica reversa e tudo mais,saudacao
oi pri estao entrando muitas marcas incriveis novas no curadobia porem a oysho nao e uma delas,saudacao
quero camisa verde P,buscar_produto_por_categoria
certo obrigada o prazo de entrega sao <num> dias mesmo,despedida
tem looja física/endereço?,onde_comprar
vocaa poderia me passar o contato dos responsa veis,materiais_cuidados
me indica umm camisa azul marinho tamanho 36?,pedido_sugestao
tem saia plissada off-white GG?,buscar_produto_por_nome
temos ela ainda no tamanho <num> e <num>,buscar_produto_por_nome
tem jaqueta preto tamanho 36?,buscar_produto_por_categoria
que vestido posso usar com vestido midi? quero algo casual,styling_sugestao_look
bia esse seu curadobia esta um arraso muito tentador parabens pelo projeto uma duvida qual a sua altura estou interessadissima nessa calca mas sou baixa <num> cm e geralmente tenho que fazer a barras das calcas o que nao e muito facil com essa obrigada,despedida
"não serviuu, consigo trocar?",troca_devolucao
quero blazer preto 40,buscar_produto_por_categoria
me indica um saia caramelo tamanho GG?,pedido_sugestao
me indica um jaqueta off-white tamanho 446?,pedido_sugestao
tem saia plissada verde GG?,buscar_produto_por_nome
"sou 42, às vezes pego G; o camisa de viscose segue a tabela certinha?",tamanho_modelagem
bom dia karyna infelizmente na o trabalhamos com cupom para <num> aa compra aindaa <num> i mas estamos aqui para te auxiliar no processo inteiro,saudacao
tenho <num> <num> essa cala a esta mais curta para mim mesmo te aconselho a comprar um tamanho pequeno,outros
"muito obrigada, aajudou",agradecimento
tem jaqueta verde no M?,disponibilidade
oi renata boa tarde ana aqui vocaa conseguiu dar uma olhada nas opa aues que te mandei qualquer coisa sigo aqui para o que vocaa precisar ta,saudacao
a regata chiquetosa vai voltar pro estoque,outros
posso pagar noo pix/boleto? parcela?,formas_pagamento
tem body canelado caramelo PP?,buscar_produto_por_nome
perguntas,outros
"tenho 116cm de busto e 118cm de quadril, qual tamanho do vestido midi vcc indica?",duvida_tamanho
ahhh entendia muito obrigada d,despedida
sheila essa foi a tabela passada para nos pela marca estamos em contato com eles para ter exatamente a medida do quadril inclusive obrigada pela pergunta pois com ela vamos atualizar o nosso site mas podemos te adiantar que ele tem uma estrutura folgada no quadril entao acreditamos que ele vai dar certo para ti no tamanho <num> para te passar outra base nas fotos do produto no nosso site a bia esta vestindo o tamanho <num>,saudacao
ola gente bom dia acabei de ver o post da bia sobre camisas somos uma pequena alfaiataria e camisaria e o core da nossa criacao gostaria muito de apresentar nosso produto pra voces se voces acharem conveniente por favor indiquem a melhor forma de contato abraco stella,saudacao
pergunta da pra usar a camisa viajante em festa de dia resposta combinacoes e ocasioes,duvida_tamanho
poder,outros
zona,outros
ola silvana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sapatilhas da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar silvana qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
you sent an attachment,outros
tem body preto no GG?,disponibilidade
valor do frete pro 05010-020?,frete_prazo
nunca,outros
que vestido posso usar com calça alfaiataria? quero algo moderno,styling_sugestao_look
tem body verde tamanho PP?,buscar_produto_por_categoria
meu nome a c ana sigo aqui para o que precisar,outros
sua camisa e linda,duvida_tamanho
trico,outros
qual calça combina com camisa de viscose em bege?,pedido_sugestao
"prazo pro meu cep 050010-020, chega até 3 dias úteis?",frete_prazo
dica de look para formatura com saia plissada verde,styling_sugestao_look
faco,outros
valor do frete prro 06030-050?,frete_prazo
pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas,duvida_tamanho
quero blazer bege 44,buscar_produto_por_categoria
"sou 36, às vezes ppego 42; o vestido midi segue a tabela certinha?",tamanho_modelagem
ja vi e amei esperando a virada do cartao pra perder os juazo,formas_pagamento
dica de look parra casamento de dia com blazer linho azul marinho,styling_sugestao_look
como posso fazer essa apresentacao,outros
qual jaqueta combina com calça alfaiataria em vermelho?,pedido_sugestao
"não serviu, consigo trrocar?",troca_devolucao
"veio com defeito, como faço a devollução?",troca_devolucao
"perfeito, oobrigada!",agradecimento
muito obrigada pela atena a o,despedida
tem telefone/wwhatsapp de alguém?,falar_com_humano
cadê o rastreamento do #2676?,status_pedido
obrigada pelo prestagio foi incravel te ter de pertinho hojed d,saudacao
seguem as medidas p cos <num> cm e veste quadril ate <num> cm m cos <num> cm e veste um quadril ate <num> cm g cos <num> cm e veste um quadril ate <num> cm,despedida
descomplicado,outros
posso passar linho? precisa cuidado especial?,materiais_cuidados
valor doo frete pro 06030-050?,frete_prazo
mas acho que esta aprocessandoa para subir tudo,outros
oii comprei a bico fino o dedo fica um pouquinho de lado pra fora ne mas super confortavel,saudacao
"quero um look romântico para casamento de dia, uso GG",pedido_sugestao
"quero um look casual para casamento de dia, uso 40",pedido_sugestao
oi fatima tudo bem bom dia obrigada pela sua mensagem e feedback e muito importante para nos estamos conversando por whatsapp podemos continuar nossa comunicacao por la,saudacao
cadê o rastreamento do #3096?,status_pedido
reagiu com dd a sua mensagem,outros
tem jaqueta verde tamanho P?,buscar_produto_por_categoria
posso passar linho? preecisa cuidado especial?,materiais_cuidados
em,outros
consigo falar com attendente?,falar_com_humano
ola sandra boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar sandra qualquer duvida estamos a disposicao equipe curadobia,saudacao
tem camisa verde tamanho G?,buscar_produto_por_categoria
tem saia verde tamanho 36?,buscar_produto_por_categoria
curtiu uma mensagem,outros
ola sou o gerente de vendas da pg game platform quero falar com vocaa sobre parcerias nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de curaa ao em outubro vocaa pode se juntar a na <num> s e lhe daremos altas comissaues entre em contato comigo pelo whatsapp <num>,saudacao
aqui o link com todos os acessa <num> rios,onde_comprar
pergunta a saia acinturante e slow fashion resposta extras e institucional,duvida_tamanho
"meu pedido #6820 não atualiza, pode ver?",status_pedido
ta a <num> timo obrigada,despedida
estamos estudando trazer essa categoria para o curadobia porem nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada,despedida
vocaa a c linda e de uma delicadeza admira vel,outros
brinca,outros
algua c m poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas na o funciona direito na o,onde_comprar
pergunta o tecido da camisa viajante esquenta resposta modelagem e tecido,tamanho_modelagem
tem camisa preto no P?,disponibilidade
basica,outros
que aa conseguimos encaminhar pro la as tratativas o que acha se puder esclarecer que seria algo mais voltado para o perfil pessoal da bia ou para o curadobia seria bacana entendermos tamba c m para encaminhar de forma mais assertiva sua mensagem,falar_com_humano
tem saia bege tamanho 38?,buscar_produto_por_categoria
quero jaqueta verde 42,buscar_produto_por_categoria
possoo pagar no pix/boleto? parcela?,formas_pagamento
quero camisa preto PP,buscar_produto_por_categoria
essa modelagem é maais enxuta? o saia plissada veste grande?,tamanho_modelagem
e a blusa,outros
seguimos a disposia a o para o que precisar,outros
vou,outros
sem problemas mari apenas encaminha pra gente um e mail solicitando que iremos dar sequencia com a troca e mail contato curadobia <user> com,troca_devolucao
para adquirir essa pea a basta clicar no link da jaqueta e finalizar a compra pelo site <url>,duvida_tamanho
obrigada por ser nossa cliente,despedida
tem vestido preto tamanho 46?,buscar_produto_por_categoria
jogo,outros
deixa eu tirar outra daovida vc faz consultoria de imagem estilo tb se sim como funciona,styling_sugestao_look
expressoes,outros
quero camisa azul marinnho G,buscar_produto_por_categoria
mas ficou grande,outros
tem body vermelho no P?,disponibilidade
pode me chamar novamente por favor,outros
que tamanho costuma usar,outros
"tenho 116cm de busto e 100cm de quadril, qual tamanho do calça alfaiataria vc indica?",duvida_tamanho
"prazo pro meu cep 01255-022, chega até amanhã?",frete_prazo
este a c meu whatsappa,falar_com_humano
tem saia plissada vermelho 44?,buscar_produto_por_nome
"prazo proo meu cep 01455-022, chega até sexta?",frete_prazo
"sou P, às vezes pego M; o calça alfaiataria segue a tabela certinha?",tamanho_modelagem
ola vcs tem uma tabela de medidas para essa calca amei e gostaria de escolher o tamanho certo visto <num> e tenho <num> <num> de quadril entao nao tenho certeza do p ou m poderiam me ajudar no aguardo grata adriana baggio,saudacao
graca,outros
como estaria sua agenda para segunda a tarde,outros
tem blazer verde tamanho PP?,buscar_produto_por_categoria
oii karinne tudo bem aqui quem fala a c a ana do time curadobia vocaa acredita que estive olhando todos os dias desde que vocaa demonstrou interesse se a nossa saia anica voltaria ao estoque e somente hoje isso aconteceu ela a c a queridinha das nossas clientes e tem acabado ra pido enta o espero que consiga aproveitar essa oportunidade te encaminho o link para o acesso dela,saudacao
body mybasic,duvida_tamanho
ata c segunda,outros
pq,outros
<num> <num> m,outros
coat,outros
ser,outros
cadê o rastreamento do #8598?,status_pedido
tem liink? como compro?,onde_comprar
"prazo pro meu cep 05010-020, chega até essa semana?",frete_prazo
pergunta quanto tempo pra entregar a blusa molona em sp resposta frete prazos e trocas,frete_prazo
tem camisa verde no P?,disponibilidade
procuro blazer linho em bege,buscar_produto_por_nome
quero body preto 36,buscar_produto_por_categoria
tem vestido preto no GG?,disponibilidade
tem vestido preto no G?,disponibilidade
quero blazer off-white 38,buscar_produto_por_categoria
saia,outros
cadê o rastreamento do #9275?,status_pedido
uhuu,outros
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a marca de vocaas pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas,saudacao
"tenho 92cm de busto e 100cm de quadril, qual tamanho do camisa de viscose vc indica?",duvida_tamanho
quero vestido verde PP,buscar_produto_por_categoria
entregaria,outros
ola amanda obrigada pelo contato e pedimos desculpas pela falha ja estamos verificando o que houve para que consiga finalizar sua compra,saudacao
dica de llook para trabalho com blazer linho bege,styling_sugestao_look
obrigada enviarei,despedida
tem camisa preto tamanho 38?,buscar_produto_por_categoria
tem telefone/whatsapp de alguém?,falar_com_humano
mas tmb lancarei um aprograma online de estilo pessoala que podera ser baixado por aqui tmb,styling_sugestao_look
"quero um look casual para aniversário, uso M",pedido_sugestao
tudo bem tamba c m que pena d eu queria exatamente o verde d c,outros
"prazo pro meu cepp 05010-020, chega até essa semana?",frete_prazo
vcs tem desconto para primeira compra,buscar_produto_por_nome
por onde posso acompanhar o envio da minha compra,outros
tem body verde no P?,disponibilidade
consigo falar com atendentte?,falar_com_humano
"prazo pro meu cep 01255-022, chega atté amanhã?",frete_prazo
pergunta com que sapato usar a bolsa anda sozinha resposta combinacoes e ocasioes,styling_sugestao_look
valor do frete pro 01255-022?,frete_prazo
tem camisa preto no 38?,disponibilidade
eu,outros
o tom certo a c o que esta no site os stories que a bia postou hoje modificaram um pouco o tom,onde_comprar
erros,erros_plataforma
quero camisa preto M,buscar_produto_por_categoria
tem vestido preto no 44?,disponibilidade
essa modelagem é mais enxuta? o saia plissada veste grande?,tamanho_modelagem
bem,outros
uso GG na parte de cima; o camisa de viscose serviria?,duvida_tamanho
"sou 46, às vezes pego G; o calça alfaiaataria segue a tabela certinha?",tamanho_modelagem
tem jaqueta verde tamanho GG?,buscar_produto_por_categoria
tem loja física/enddereço?,onde_comprar
que saia posso usar com blazer linho? quero algo moderno,styling_sugestao_look
tem tabela de medidas do camisa de viscose?,tamanho_modelagem
"prazo pro meu cep 05010-020, chega até sexxta?",frete_prazo
a jaqueta branca uma pena eu na o conseguir comprar por problemas ta c cnicos uma experiaancia de consumidor mto ruim,duvida_tamanho
"perfeito, obrrigada!",agradecimento
tem saia verde no 46?,disponibilidade
evelyn obrigada pelo interesse para parcerias com o curadobia pea o que envie apresentaa aues para o nosso email contato curadobia <user> com e seguimos com as tratativas por la que fica mais fa cil d e para interesses de parcerias diretamente com a bia a c preciso entrar em contato diretamente com ela pelo email biapaesdebarros <user> com,despedida
arrumadinhas,outros
ja vi e amei esperando a virada do cartao pra perder os juizo,formas_pagamento
ola sandra boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar sandra qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
que saia posso usar com camisa de viscose? quero algo minimalista,styling_sugestao_look
praticamos sempre o mesmo valor das marcas o que entrara de extra sera o valor do frete que e calculado automaticamente se tiver mais alguma duvida nos avise ok,formas_pagamento
tem link? commo compro?,onde_comprar
quero body verde M,buscar_produto_por_categoria
ficou enorme,outros
mas venho com boas noticias a partir de quarta feira teremos reposicao dela se voce ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar,saudacao
tem saia plisssada caramelo 40?,buscar_produto_por_nome
ta otimo obrigada,despedida
dica de look para casamento de dia com saia plissada caramelo,styling_sugestao_look
campo,outros
gosto da calca assim mais curta visto entre <num> <num> quadril <num>,duvida_tamanho
dd,outros
"prazo pro meu cep 01455-022, chega até 3 dias úteis?",frete_prazo
"meu pedido #1145 não atualiza, pode ver?",status_pedido
"prazo pro meu cep 01255-022, chega até sexta?",frete_prazo
"quero um look romântico para aniiversário, uso 38",pedido_sugestao
"veio com defeito, como faço a devoolução?",troca_devolucao
os bodys da revival sao excelentes pecas neutras e basicas para ter no armario e possuem uma ampla grade de tamanhos <url> alem disso temos nossos acessorios <url> bolsas <url> e sapatos <url>,duvida_tamanho
quero vestido verde 42,buscar_produto_por_categoria
muito obrigada pelos esclarecimentos,despedida
ola tudo bem estou apaixonada por essa jaqueta bacanuda da foto o preco de <num> pula pra setecentos e tanto na hora de comprar e isso mesmo entra um valor de comissao na hora da compra,saudacao
obrigada pelo retorno vou acompanhar entao beijo beijo,despedida
tem blazer preto no P?,disponibilidade
tem blazer preto no 38?,disponibilidade
bia td bom na o estou conseguindo finalizar a compra da aregata podrinhaa coloquei os dados do carta o e no campo cvv eu ponho os naomeros mas o sistema ignora que eu coloquei tentei va rias vezes acho que esta com problemaa,buscar_produto_por_nome
parecem,outros
ola td bem fiz uma compra com vc e recebi apenas o tricot vc pode me ajudar muito obrigada desde ja,saudacao
informacoes,outros
"sou G, às vezes pego PP; o camisa de viscose segue a tabela certinha?",tamanho_modelagem
quero blazer verde 38,buscar_produto_por_categoria
quando ela estiver disponavel na <num> s vamos te avisar,outros
longa,outros
ainda nao super correria,outros
preco,formas_pagamento
"meu pedido #8406 não atualiza, pode ver?",status_pedido
qualquer,outros
tem camisa preto tamanho PP?,buscar_produto_por_categoria
ai me ajuda com o vadeo a ainda na o usei a blusa,outros
cadê o rastreamento do #2480?,status_pedido
"não serviu, consigo ttrocar?",troca_devolucao
é algodão? encolhe? como lavar?,materiais_cuidados
"tenho 92cm de busto e 124cm de quadril, qual tamanho do vestido midi vc indica?",duvida_tamanho
faz em 3x sem juroos?,formas_pagamento
ola dany boa tarde tudo bem sim e com vocaa pea o desculpas por essa demora estou verificando sobre porque ainda na o foi dada sequaancia na troca o processo interno nosso ja foi encaminhado com a troca para o tamanho p,saudacao
ainda tem vestido midi em 38?,disponibilidade
sobre a troca da calca que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia <num> <num> <num> respondi mas dps disso nao tive mais retorno,duvida_tamanho
cai,outros
te,outros
posso ppassar malha canelada? precisa cuidado especial?,materiais_cuidados
d body mybasic,duvida_tamanho
carrinho nãão abre no celular,erros_plataforma
me indica um vestido vermelho tamanho 44?,pedido_sugestao
cadê o rastreamento do #7704?,status_pedido
mas amei a sugestao ju,pedido_sugestao
é linho? encollhe? como lavar?,materiais_cuidados
quero body preto 38,buscar_produto_por_categoria
"prazo pro meu cep 06030-050, chega até sexta?",frete_prazo
alma,outros
gostei do conjunto mas na o vi no site,onde_comprar
tem camisa preto tamanho 44?,buscar_produto_por_categoria
verificamos com a marca responsa vel pelo envio a revival o seu pedido sofreu um pequeno atraso que a marca me informou ter lhe comunicado por whatsapp,falar_com_humano
essa modelagem é mais enxuta? o body canelado veste grande?,tamanho_modelagem
paggamento recusado toda hora,erros_plataforma
perfeito ana obrigada pelo retorno,despedida
procuro vestido midi em preto,buscar_produto_por_nome
infelizmente nao atuo mais nessa area de consultoria pessoal,falar_com_humano
compra realizada,outros
tem link? como compro?,onde_comprar
porem na duvida do melhor tamanho,outros
quero jaqueta preto G,buscar_produto_por_categoria
mas paguei por uma coisa que nao recebi,saudacao
pea o desculpa pela demora em lhe retornar,outros
jeito,outros
"prazo pro meu ceep 04567-010, chega até sexta?",frete_prazo
"quero um look casual para formatura, uso GG",pedido_sugestao
"veio com defeito, como faço a deevolução?",troca_devolucao
"muito obrigada, ajudou",agradecimento
cpf,outros
cadê o rastreamento do #6257?,status_pedido
procuro calça alfaaiataria em vermelho,buscar_produto_por_nome
"meu pedido #9148 não atualiza, pode ver?",status_pedido
que calça posso usar com camisa de viscose? quero algo moderno,styling_sugestao_look
tem blazer verde no PP?,disponibilidade
pano,outros
anelisa acabamos de confirmar seu pedido com a marca tudo certo ele ja esta para a producao,outros
certo qual o link da compra,onde_comprar
"meu pedido #2324 não atualiza, pode ver?",status_pedido
sim a carol entrou em contato comigo uma fofa super atenciosa,despedida
agora estou organizando as coisas,saudacao
com certeza sera um sucesso obrigada ana d,despedida
tem camisa preto tamanho P?,buscar_produto_por_categoria
"quero um look casual para trabalho, uso M",pedido_sugestao
"quero um look casual para jantar, uso 42",pedido_sugestao
comprei a jaqueta,duvida_tamanho
tem saia preto tamanho 40?,buscar_produto_por_categoria
oii comprei a bico fino o dedo fica um pouquinho de lado pra fora na c mas super conforta vel,saudacao
valor do frete pro 01455-022?,frete_prazo
estaremos atualizando no site para conter essa tabela que realmente estava faltando,onde_comprar
comprei,outros
"quero um look casual para trabalho, uso PP",pedido_sugestao
tem jaqueta preto no G?,disponibilidade
diversos,outros
este e meu whatsapp,falar_com_humano
tem saia preto no 46?,disponibilidade
comprei um body e paguei frete de <num> dias uteis pra levar pra uma viagem agora na sexta,duvida_tamanho
obrigada ana,despedida
tem body preto tamanho 46?,buscar_produto_por_categoria
que aa conseguimos encaminhar pro la as tratativas o que acha se puder esclarecer que seria algo mais voltado para o perfil pessoal da bia ou para o curadobia seria bacana entendermos tamba c m para encaminhar de forrma mais assertiva sua mensaagem,falar_com_humano
tem blazer preto tamanho 38?,buscar_produto_por_categoria
volume,outros
na o estou conseguindo entrar no site para fazer compra,onde_comprar
cadê o rastreamento do #7609?,status_pedido
tem camisa preto no 44?,disponibilidade
code,outros
seguem as medidas p ca <num> s <num> cm e veste quadril ata c <num> cm m ca <num> s <num> cm e veste um quadril ata c <num> cm g ca <num> s <num> cm e veste um quadril ata c <num> cm,duvida_tamanho
"prazo pro meu cep 06030-050, chega até amanhã?",frete_prazo
parece que o contato por aqui nao e satisfatorio,outros
me indica um jaaqueta off-white tamanho PP?,pedido_sugestao
procuro blazer linho em caramelo,buscar_produto_por_nome
perfeito gloria ja colocamos aqui na nossa lista e vamos te informar quando estiver mais proximo da data,outros
posso passar malha canelada? precisaa cuidado especial?,materiais_cuidados
ainda tem saia plissada em P?,disponibilidade
quero camisa preto 38,buscar_produto_por_categoria
deixa la,outros
tem link? como commpro?,onde_comprar
pagamento recusadoo toda hora,erros_plataforma
vou querer a <num> qual e sua chave pix,formas_pagamento
a calca ficou sobrando muito atras,duvida_tamanho
"sou 40, às vezes pego 42; o calça alfaiataria segue a tabela certinha?",tamanho_modelagem
tem blazer verde tamanho 42?,buscar_produto_por_categoria
quero camisa verde 46,buscar_produto_por_categoria
sobre a troca da cala a que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia <num> <num> <num> respondi mas dps disso na o tive mais retorno,troca_devolucao
na torcida,outros
a i,outros
claro pode trocar super,troca_devolucao
nao temos cupom de desconto no momento,buscar_produto_por_nome
sensacao,outros
duvida,outros
todas as pea as da mybasic e da loounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ata c a numerraa a o xxgg equivalendo a um <num> <url>,tamanho_modelagem
